date,invoice_id,customer_name,region,sku_code,sku_name,category,qty_sold,unit_cost,unit_price,unit_discount,returned_units
2025-10-19,INV-72839,Amazon,Midwest,SKU-1045,PremiumPlus Home Goods 48-ct Collection,Home Goods,318,8.88,16.18,0,0
2025-10-04,INV-22670,Albertsons,Midwest,SKU-1822,SuperFresh Personal Care Kit,Personal Care,118,13.82,31.46,0,14
2025-11-03,INV-50974,Rite Aid,Southeast,SKU-1480,AdvancedMax Personal Care 24-ct Collection,Personal Care,386,2.92,8.7,0,0
2025-10-13,INV-26596,BJ's Wholesale,Northeast,SKU-1101,EssentialCare Paper Goods 6-ct Case,Paper Goods,100,9.17,13.58,0,0
2025-11-03,INV-50548,Dollar General,Southwest,SKU-1918,UltraGuard Food & Beverage 6-ct Set,Food & Beverage,259,1.95,3.05,0,0
2025-10-23,INV-18336,Amazon,Northeast,SKU-1994,UltraFresh Paper Goods 48-ct Kit,Paper Goods,355,12.51,21.02,0.95,0
2025-09-25,INV-42236,Target,West,SKU-1767,EssentialPlus Personal Care 6-ct Pack,Personal Care,108,8.95,17.64,0,0
2025-10-07,INV-67083,Kroger,West,SKU-1803,MegaMax Beauty 48-ct Case,Beauty,251,7.36,23.4,0,0
2025-10-08,INV-25250,Amazon,Northeast,SKU-1924,PremiumGuard Paper Goods 12-ct Kit,Paper Goods,264,13.72,23.08,0,0
2025-10-20,INV-76523,Sam's Club,Northeast,SKU-1631,EliteFresh Cleaning 12-ct Box,Cleaning,162,3.45,8.14,0,0
2025-10-31,INV-13440,Amazon,Southeast,SKU-1270,MegaClean Health & Wellness 36-ct Kit,Health & Wellness,29,8.51,15.47,0.54,0
2025-10-04,INV-77989,Target,West,SKU-1051,SuperShield Home Goods 24-ct Collection,Home Goods,297,12.32,24.01,0,0
2025-10-05,INV-63515,H-E-B,Midwest,SKU-1619,ProSoft Medical Supplies 12-ct Case,Medical Supplies,241,26.56,51.96,0,0
2025-08-20,INV-47660,Amazon,Northeast,SKU-1525,ElitePlus Health & Wellness 12-ct Case,Health & Wellness,437,11.86,27.66,0.56,0
2025-09-01,INV-88381,Dollar General,West,SKU-1279,ProComfort Paper Goods 36-ct Set,Paper Goods,218,15.79,26.06,0,28
2025-08-27,INV-18983,Publix,National,SKU-1145,FreshPlus Cleaning 6-ct Collection,Cleaning,239,2.05,3.95,1.54,0
2025-09-17,INV-28576,Amazon,Southeast,SKU-1074,UltraCare Health & Wellness 36-ct Kit,Health & Wellness,404,4.84,13.01,0,0
2025-10-02,INV-55536,H-E-B,Southwest,SKU-1308,SuperFresh Medical Supplies 36-ct Pack,Medical Supplies,438,21.97,35.56,0,0
2025-09-29,INV-98053,Rite Aid,West,SKU-1019,SuperGuard Paper Goods 36-ct Set,Paper Goods,400,12.75,21.7,0,0
2025-08-28,INV-52623,Dollar General,West,SKU-1511,EssentialShield Food & Beverage 6-ct Pack,Food & Beverage,467,6.82,10.48,0.79,36
2025-09-26,INV-83029,Amazon,Southwest,SKU-1206,FreshPlus Paper Goods 12-ct Kit,Paper Goods,80,10.41,19.29,0,0
2025-08-21,INV-94836,H-E-B,National,SKU-1531,FreshCare Medical Supplies 24-ct Box,Medical Supplies,291,20.16,37.19,0,0
2025-09-28,INV-50333,Kroger,Northeast,SKU-1684,FreshComfort Paper Goods 12-ct Set,Paper Goods,213,10.8,18.09,0,0
2025-09-24,INV-91997,Publix,Southwest,SKU-1792,UltraFresh Cleaning 24-ct Collection,Cleaning,284,6.16,10.59,0,0
2025-09-26,INV-93342,Albertsons,Northeast,SKU-1221,EliteMax Food & Beverage 24-ct Box,Food & Beverage,36,4.22,6.46,0,4
2025-08-18,INV-53774,CVS,West,SKU-1418,MegaFresh Personal Care 12-ct Box,Personal Care,372,16.52,36.97,0,0
2025-08-10,INV-36234,Family Dollar,West,SKU-1561,EssentialBright Home Goods 24-ct Case,Home Goods,108,21.72,42.23,0,7
2025-08-24,INV-43083,BJ's Wholesale,Northeast,SKU-1542,PureComfort Personal Care Collection,Personal Care,46,3.58,9.49,0,0
2025-10-26,INV-73649,Walmart,West,SKU-1225,MegaShield Health & Wellness 24-ct Bundle,Health & Wellness,437,11.04,22.93,0,0
2025-10-12,INV-54824,Wegmans,Midwest,SKU-1764,FreshComfort Food & Beverage 12-ct Case,Food & Beverage,382,4.22,5.77,0,0
2025-08-25,INV-49750,CVS,West,SKU-1704,AdvancedMax Paper Goods Set,Paper Goods,261,6.42,12.33,0,3
2025-09-04,INV-50829,Meijer,West,SKU-1318,EssentialFresh Health & Wellness Bundle,Health & Wellness,395,19.23,35.81,0,0
2025-08-19,INV-93228,Family Dollar,Southwest,SKU-1474,ProGuard Medical Supplies Box,Medical Supplies,313,10.1,18.17,0,39
2025-11-03,INV-76917,Walgreens,Northeast,SKU-1942,EssentialCare Food & Beverage 12-ct Kit,Food & Beverage,121,2.91,3.48,0,0
2025-10-20,INV-86737,Costco,Northeast,SKU-1874,PremiumCare Beauty 6-ct Box,Beauty,292,11.51,47.66,0,0
2025-09-29,INV-48518,Wegmans,Southwest,SKU-1825,ProMax Food & Beverage 12-ct Kit,Food & Beverage,73,4.43,6.46,1.23,0
2025-09-29,INV-62592,Target,National,SKU-1463,FreshPlus Health & Wellness Pack,Health & Wellness,475,13.35,28.78,0,0
2025-08-12,INV-39277,Meijer,Midwest,SKU-1284,EssentialComfort Food & Beverage Set,Food & Beverage,295,2.53,3.63,1.31,0
2025-10-06,INV-35695,Costco,Southeast,SKU-1263,PureSoft Food & Beverage 24-ct Bundle,Food & Beverage,273,1.48,2.69,0,0
2025-09-18,INV-90695,CVS,National,SKU-1857,ProCare Home Goods 36-ct Collection,Home Goods,70,10.84,22.03,0,0
2025-10-15,INV-48889,Dollar General,West,SKU-1123,FreshGuard Cleaning 12-ct Collection,Cleaning,460,10.21,22.92,0,0
2025-09-16,INV-32422,Kroger,Southwest,SKU-1641,ProCare Beauty 36-ct Pack,Beauty,418,8.58,27.98,0,0
2025-09-29,INV-36437,Wegmans,West,SKU-1899,SuperShield Personal Care 12-ct Kit,Personal Care,193,5.53,18.85,0,0
2025-08-09,INV-87019,Albertsons,National,SKU-1618,EliteGuard Paper Goods 48-ct Kit,Paper Goods,91,12.87,19.83,0,0
2025-10-20,INV-74925,Family Dollar,National,SKU-1749,UltraMax Home Goods 24-ct Collection,Home Goods,132,37.93,77.55,0,0
2025-10-01,INV-95054,Walgreens,West,SKU-1620,PremiumBright Home Goods 24-ct Pack,Home Goods,207,14.62,25.13,0,0
2025-09-18,INV-17110,Target,Southeast,SKU-1890,MegaPlus Food & Beverage 6-ct Collection,Food & Beverage,331,7.62,12.06,0.64,6
2025-08-30,INV-68031,Dollar General,Northeast,SKU-1308,SuperFresh Medical Supplies 36-ct Pack,Medical Supplies,261,21.97,34.06,0,0
2025-08-20,INV-42655,Dollar General,Southeast,SKU-1835,EliteBright Medical Supplies 48-ct Bundle,Medical Supplies,443,8.73,13.67,0,0
2025-08-28,INV-73365,Publix,Southeast,SKU-1528,EliteMax Home Goods 36-ct Set,Home Goods,165,29.4,60.84,0,0
2025-09-21,INV-57926,Walgreens,Northeast,SKU-1777,PureMax Food & Beverage 48-ct Set,Food & Beverage,75,3.26,6.05,0,3
2025-10-22,INV-73678,Meijer,National,SKU-1010,EssentialSoft Personal Care 36-ct Set,Personal Care,366,10.31,34.28,0,0
2025-10-14,INV-45240,Albertsons,Southwest,SKU-1130,PremiumBright Health & Wellness 36-ct Set,Health & Wellness,344,23.77,43.14,0,0
2025-09-29,INV-24494,Wegmans,Southwest,SKU-1867,SuperMax Cleaning 48-ct Kit,Cleaning,210,5.47,13.21,0,0
2025-08-07,INV-53931,Walgreens,Northeast,SKU-1880,PremiumClean Beauty 6-ct Bundle,Beauty,381,5.66,17.36,0,0
2025-10-05,INV-58471,Amazon,West,SKU-1107,ProComfort Cleaning 6-ct Kit,Cleaning,248,4.93,11.71,0,0
2025-08-10,INV-60347,Meijer,West,SKU-1947,FreshGuard Beauty 6-ct Bundle,Beauty,498,12.24,28.95,0,0
2025-10-16,INV-19686,Walgreens,Midwest,SKU-1005,UltraBright Beauty Bundle,Beauty,97,4.53,9.72,0,0
2025-09-13,INV-11729,Costco,Southwest,SKU-1340,PureCare Personal Care 12-ct Box,Personal Care,190,12.52,27.35,0,0
2025-09-25,INV-76042,BJ's Wholesale,National,SKU-1816,PremiumBright Cleaning 36-ct Box,Cleaning,232,1.4,3.67,0,0
2025-08-30,INV-23204,Whole Foods,Northeast,SKU-1231,UltraBright Cleaning 48-ct Bundle,Cleaning,143,8.4,18.37,0,4
2025-09-11,INV-91418,Dollar General,Southeast,SKU-1032,UltraSoft Medical Supplies Kit,Medical Supplies,52,22.72,34.07,0,0
2025-08-18,INV-81943,Kroger,Southwest,SKU-1132,ProClean Paper Goods 24-ct Case,Paper Goods,195,6.45,13.5,0,0
2025-10-19,INV-81663,Kroger,Southeast,SKU-1843,AdvancedComfort Paper Goods 12-ct Kit,Paper Goods,295,4.95,7.62,0,0
2025-09-03,INV-22497,Publix,Southeast,SKU-1639,PremiumSoft Paper Goods 48-ct Pack,Paper Goods,437,12.36,18.86,0,0
2025-09-05,INV-40687,Kroger,National,SKU-1541,AdvancedComfort Cleaning 12-ct Pack,Cleaning,336,4.33,10.95,1.2,35
2025-10-05,INV-28291,Walgreens,Southeast,SKU-1757,UltraComfort Home Goods 36-ct Box,Home Goods,51,21.81,33.14,0,0
2025-10-21,INV-33950,Wegmans,Southeast,SKU-1835,EliteBright Medical Supplies 48-ct Bundle,Medical Supplies,280,8.73,13.28,1.85,0
2025-11-04,INV-38028,H-E-B,West,SKU-1779,SuperPlus Beauty 24-ct Pack,Beauty,68,11.79,48.55,0,0
2025-10-06,INV-65779,Rite Aid,Midwest,SKU-1221,EliteMax Food & Beverage 24-ct Box,Food & Beverage,408,4.22,7.32,0,0
2025-09-05,INV-53060,Walmart,Southeast,SKU-1682,SuperShield Medical Supplies 36-ct Pack,Medical Supplies,238,34.96,58.36,0,6
2025-10-29,INV-64042,Amazon,Midwest,SKU-1178,UltraGuard Health & Wellness 48-ct Set,Health & Wellness,138,24.94,42.07,0,18
2025-09-19,INV-62271,Sam's Club,Southeast,SKU-1592,SuperComfort Medical Supplies 36-ct Pack,Medical Supplies,47,15.92,25.26,0,2
2025-09-19,INV-58419,CVS,Southeast,SKU-1541,AdvancedComfort Cleaning 12-ct Pack,Cleaning,44,4.33,10.26,1.14,0
2025-09-15,INV-69713,Target,West,SKU-1792,UltraFresh Cleaning 24-ct Collection,Cleaning,77,6.16,11.42,0,0
2025-10-21,INV-40983,CVS,Midwest,SKU-1040,EliteClean Cleaning Box,Cleaning,138,2.66,4.89,0,0
2025-10-15,INV-24721,Meijer,Northeast,SKU-1761,PureGuard Home Goods 36-ct Kit,Home Goods,397,18.01,28.18,0,0
2025-09-07,INV-34056,CVS,Northeast,SKU-1163,EssentialSoft Food & Beverage 48-ct Bundle,Food & Beverage,376,7.5,11.26,0,0
2025-09-30,INV-59913,Target,Southwest,SKU-1115,EssentialGuard Cleaning 48-ct Case,Cleaning,71,6.32,12.22,1.83,1
2025-08-18,INV-31670,Meijer,Northeast,SKU-1541,AdvancedComfort Cleaning 12-ct Pack,Cleaning,430,4.33,10.13,0,31
2025-08-10,INV-25772,Rite Aid,Northeast,SKU-1344,ProGuard Food & Beverage 6-ct Collection,Food & Beverage,236,9.45,13.63,0,0
2025-11-04,INV-42333,Meijer,National,SKU-1774,PureMax Health & Wellness 12-ct Case,Health & Wellness,191,17.51,48.91,0,0
2025-10-24,INV-13678,Publix,Midwest,SKU-1797,FreshShield Medical Supplies 12-ct Collection,Medical Supplies,42,9.09,15.39,0.91,0
2025-09-24,INV-34677,Publix,National,SKU-1369,ProSoft Home Goods 12-ct Box,Home Goods,370,5.85,13.52,0,0
2025-08-19,INV-17087,Albertsons,National,SKU-1416,EliteFresh Food & Beverage 12-ct Bundle,Food & Beverage,443,2.24,3.04,0,21
2025-08-15,INV-90930,Sam's Club,Southeast,SKU-1972,PremiumComfort Beauty 12-ct Bundle,Beauty,47,6.24,13.15,0,6
2025-10-06,INV-13663,Amazon,National,SKU-1541,AdvancedComfort Cleaning 12-ct Pack,Cleaning,134,4.33,10.9,0.18,0
2025-09-25,INV-17008,Whole Foods,West,SKU-1237,UltraComfort Cleaning 24-ct Bundle,Cleaning,118,5.27,13.16,0,0
2025-10-04,INV-64034,Publix,National,SKU-1707,UltraGuard Beauty 36-ct Pack,Beauty,96,15.65,59.06,0,0
2025-10-26,INV-76628,Rite Aid,Midwest,SKU-1506,PureMax Personal Care 48-ct Box,Personal Care,55,10.04,27.35,0,0
2025-09-07,INV-87459,Dollar General,Midwest,SKU-1641,ProCare Beauty 36-ct Pack,Beauty,189,8.58,22.98,0,0
2025-08-20,INV-64975,Meijer,Northeast,SKU-1543,ProPlus Cleaning Set,Cleaning,354,4.96,12.3,0,0
2025-08-24,INV-65483,Target,Midwest,SKU-1986,EssentialSoft Food & Beverage 48-ct Case,Food & Beverage,247,5.01,7.47,0.79,0
2025-10-19,INV-27545,Dollar General,Northeast,SKU-1262,AdvancedFresh Personal Care Bundle,Personal Care,196,4.57,11.9,0,0
2025-10-14,INV-10368,Dollar General,Northeast,SKU-1320,EliteShield Food & Beverage 24-ct Case,Food & Beverage,283,10.04,14.22,0.36,0
2025-10-10,INV-43417,H-E-B,National,SKU-1544,ElitePlus Medical Supplies 12-ct Bundle,Medical Supplies,106,26.8,43.32,0,0
2025-08-27,INV-47403,Kroger,Southwest,SKU-1162,ProShield Paper Goods 48-ct Set,Paper Goods,171,3.67,6.29,0,0
2025-08-26,INV-16912,Walmart,West,SKU-1650,PremiumSoft Paper Goods 36-ct Bundle,Paper Goods,208,6.53,10.63,0,0
2025-10-26,INV-91357,Rite Aid,West,SKU-1749,UltraMax Home Goods 24-ct Collection,Home Goods,156,37.93,68.46,0,0
2025-10-21,INV-26587,Sam's Club,Southwest,SKU-1219,ProClean Beauty 24-ct Kit,Beauty,452,11.73,32.05,0,0
2025-08-23,INV-59525,H-E-B,Northeast,SKU-1977,ElitePlus Cleaning 36-ct Case,Cleaning,47,5.83,11.17,0,0
2025-10-10,INV-18826,Rite Aid,Southwest,SKU-1671,ProSoft Home Goods 12-ct Case,Home Goods,352,43.67,64.75,0.84,0
2025-09-21,INV-60477,Costco,West,SKU-1213,SuperCare Medical Supplies 24-ct Bundle,Medical Supplies,225,22.22,37.07,0,15
2025-08-07,INV-17059,Publix,Southeast,SKU-1806,SuperComfort Cleaning 36-ct Box,Cleaning,37,8.11,21.21,0,0
2025-08-28,INV-58904,Family Dollar,Midwest,SKU-1308,SuperFresh Medical Supplies 36-ct Pack,Medical Supplies,93,21.97,35.95,0,0
2025-10-06,INV-22022,CVS,West,SKU-1455,UltraShield Beauty 6-ct Case,Beauty,188,21.29,54.15,0,0
2025-08-11,INV-74094,Albertsons,Southwest,SKU-1984,PremiumShield Personal Care 36-ct Box,Personal Care,472,5.28,13.2,0,0
2025-10-19,INV-63038,H-E-B,Southwest,SKU-1327,SuperSoft Beauty Pack,Beauty,436,15.24,43.11,1.83,0
2025-08-15,INV-74134,Publix,Midwest,SKU-1217,AdvancedGuard Home Goods 24-ct Kit,Home Goods,57,32.39,80.8,0,0
2025-08-09,INV-87253,Publix,Northeast,SKU-1391,EssentialMax Cleaning 48-ct Case,Cleaning,369,6.53,13.28,0,0
2025-09-16,INV-45842,Wegmans,Midwest,SKU-1739,EssentialComfort Paper Goods 6-ct Kit,Paper Goods,236,15.15,28.16,0,0
2025-08-08,INV-45068,Family Dollar,Southeast,SKU-1173,MegaMax Beauty 12-ct Collection,Beauty,160,7.32,21.98,0.67,0
2025-09-24,INV-47591,BJ's Wholesale,West,SKU-1293,PureFresh Food & Beverage 48-ct Case,Food & Beverage,320,7.7,11.0,0,0
2025-09-27,INV-99858,Wegmans,Southwest,SKU-1644,SuperSoft Health & Wellness 12-ct Box,Health & Wellness,398,17.06,28.67,0,0
2025-10-14,INV-20013,Meijer,National,SKU-1408,UltraShield Beauty Box,Beauty,122,10.43,37.88,0,0
2025-09-19,INV-81897,Amazon,Midwest,SKU-1226,PremiumCare Paper Goods 48-ct Set,Paper Goods,142,6.65,13.65,0,0
2025-10-13,INV-88669,Walgreens,Midwest,SKU-1342,ProFresh Home Goods 24-ct Set,Home Goods,318,38.76,79.19,1.38,0
2025-10-06,INV-69820,Costco,National,SKU-1676,SuperFresh Beauty 48-ct Collection,Beauty,336,15.69,55.73,0,0
2025-09-14,INV-26435,H-E-B,National,SKU-1190,EssentialComfort Health & Wellness 48-ct Box,Health & Wellness,136,16.56,35.61,0,0
2025-10-07,INV-39433,Family Dollar,National,SKU-1739,EssentialComfort Paper Goods 6-ct Kit,Paper Goods,416,15.15,24.04,0,0
2025-09-01,INV-45019,Publix,West,SKU-1016,EssentialFresh Food & Beverage 48-ct Kit,Food & Beverage,445,6.3,10.36,0,0
2025-09-02,INV-10698,Publix,Northeast,SKU-1688,AdvancedSoft Beauty 12-ct Pack,Beauty,58,14.86,54.3,0.45,0
2025-09-15,INV-60949,Dollar General,Southwest,SKU-1378,MegaPlus Beauty 36-ct Kit,Beauty,456,19.68,44.13,0,37
2025-09-19,INV-51150,Walgreens,Northeast,SKU-1309,ProBright Paper Goods 6-ct Bundle,Paper Goods,32,14.35,23.62,0,0
2025-10-09,INV-20882,Costco,Southeast,SKU-1286,MegaCare Medical Supplies 6-ct Kit,Medical Supplies,446,28.88,50.74,0,19
2025-10-18,INV-63049,Publix,Southwest,SKU-1270,MegaClean Health & Wellness 36-ct Kit,Health & Wellness,183,8.51,16.67,0,0
2025-10-30,INV-56750,H-E-B,National,SKU-1937,SuperComfort Personal Care Set,Personal Care,236,2.78,6.69,0,0
2025-10-24,INV-23765,Kroger,Southeast,SKU-1347,PremiumClean Home Goods 12-ct Set,Home Goods,412,13.75,23.04,0,39
2025-08-24,INV-41906,Rite Aid,Midwest,SKU-1577,MegaPlus Health & Wellness 36-ct Collection,Health & Wellness,62,12.4,33.67,0,0
2025-08-16,INV-77591,Dollar General,National,SKU-1979,MegaGuard Cleaning 48-ct Collection,Cleaning,405,5.13,10.0,0,0
2025-10-07,INV-78850,Whole Foods,Midwest,SKU-1081,PureMax Cleaning 12-ct Pack,Cleaning,499,2.64,6.33,0,0
2025-08-16,INV-43029,Sam's Club,Southwest,SKU-1700,ProBright Medical Supplies 6-ct Pack,Medical Supplies,445,16.65,30.48,0,0
2025-08-11,INV-41777,Sam's Club,Midwest,SKU-1183,FreshCare Health & Wellness 48-ct Collection,Health & Wellness,376,14.7,30.62,0,0
2025-08-15,INV-84701,BJ's Wholesale,Southeast,SKU-1084,SuperPlus Health & Wellness 36-ct Set,Health & Wellness,460,19.12,40.63,0,0
2025-08-30,INV-18058,BJ's Wholesale,Southeast,SKU-1929,PureShield Beauty 36-ct Bundle,Beauty,271,21.76,47.52,0.8,0
2025-08-28,INV-99715,Publix,National,SKU-1445,FreshPlus Paper Goods 24-ct Collection,Paper Goods,148,18.31,25.65,0,0
2025-10-15,INV-94739,Kroger,Midwest,SKU-1770,MegaClean Personal Care 24-ct Kit,Personal Care,192,2.93,8.33,0,0
2025-08-30,INV-95400,BJ's Wholesale,Northeast,SKU-1486,PremiumBright Home Goods 12-ct Box,Home Goods,40,34.19,55.42,0,0
2025-10-31,INV-25219,Rite Aid,Midwest,SKU-1688,AdvancedSoft Beauty 12-ct Pack,Beauty,26,14.86,51.04,0.43,0
2025-10-09,INV-72679,Rite Aid,Northeast,SKU-1431,EliteClean Medical Supplies 24-ct Box,Medical Supplies,350,4.74,8.13,0,0
2025-08-29,INV-32902,CVS,Northeast,SKU-1117,SuperSoft Paper Goods 12-ct Set,Paper Goods,425,15.88,26.26,0,26
2025-09-05,INV-75769,Costco,Southeast,SKU-1922,AdvancedMax Personal Care 6-ct Set,Personal Care,193,16.66,33.58,0,0
2025-10-10,INV-25433,Walmart,West,SKU-1602,FreshClean Paper Goods 12-ct Set,Paper Goods,173,13.59,24.71,0.52,0
2025-08-23,INV-39554,Albertsons,West,SKU-1035,PureSoft Medical Supplies 6-ct Case,Medical Supplies,166,22.56,34.82,0,0
2025-11-01,INV-69627,Sam's Club,Northeast,SKU-1272,UltraClean Medical Supplies 48-ct Bundle,Medical Supplies,34,6.47,13.16,0,0
2025-09-15,INV-57028,Albertsons,Southwest,SKU-1809,EliteClean Food & Beverage 48-ct Bundle,Food & Beverage,457,6.5,7.68,0,0
2025-10-02,INV-62836,Target,Southeast,SKU-1030,SuperComfort Paper Goods 48-ct Case,Paper Goods,36,19.04,27.56,0.61,0
2025-10-01,INV-65981,Walgreens,Midwest,SKU-1702,EssentialFresh Beauty 48-ct Box,Beauty,451,14.12,44.36,0,0
2025-10-10,INV-79579,Rite Aid,Southeast,SKU-1668,UltraShield Home Goods 48-ct Kit,Home Goods,482,31.81,58.3,0.93,0
2025-08-08,INV-86656,Family Dollar,Midwest,SKU-1052,PremiumComfort Personal Care 12-ct Box,Personal Care,39,4.19,8.94,0,0
2025-10-16,INV-23099,Kroger,Southwest,SKU-1358,EliteGuard Health & Wellness Bundle,Health & Wellness,113,21.21,41.35,0,0
2025-08-25,INV-57861,Sam's Club,Northeast,SKU-1075,EliteShield Beauty 24-ct Box,Beauty,77,11.13,32.13,0,0
2025-10-06,INV-29953,Walmart,West,SKU-1198,FreshFresh Medical Supplies 36-ct Set,Medical Supplies,49,21.11,38.45,0,0
2025-08-26,INV-90596,Target,Midwest,SKU-1413,MegaSoft Cleaning Bundle,Cleaning,363,9.03,21.41,0,0
2025-09-13,INV-59534,Whole Foods,National,SKU-1536,FreshGuard Cleaning 24-ct Collection,Cleaning,98,1.57,3.53,0,0
2025-10-23,INV-17490,Target,Southeast,SKU-1133,PremiumFresh Medical Supplies 48-ct Collection,Medical Supplies,133,14.44,26.12,0,0
2025-08-13,INV-29823,Albertsons,National,SKU-1355,FreshBright Food & Beverage 12-ct Bundle,Food & Beverage,411,1.3,2.03,0,0
2025-10-06,INV-30354,Costco,West,SKU-1623,PureComfort Cleaning 6-ct Set,Cleaning,490,2.51,5.46,0.3,0
2025-08-25,INV-47451,Wegmans,West,SKU-1358,EliteGuard Health & Wellness Bundle,Health & Wellness,187,21.21,40.28,0,0
2025-10-25,INV-47169,Walgreens,Midwest,SKU-1681,PureComfort Health & Wellness 48-ct Collection,Health & Wellness,338,5.99,16.81,0.95,0
2025-10-19,INV-72835,Walmart,West,SKU-1432,MegaShield Health & Wellness 12-ct Set,Health & Wellness,470,14.96,30.97,1.04,0
2025-09-27,INV-95033,Publix,Southeast,SKU-1970,EliteFresh Health & Wellness 36-ct Bundle,Health & Wellness,160,17.65,37.33,0,0
2025-10-18,INV-79245,Walgreens,Southwest,SKU-1403,EliteBright Food & Beverage Set,Food & Beverage,130,6.88,12.3,0,0
2025-09-27,INV-25997,Rite Aid,Northeast,SKU-1942,EssentialCare Food & Beverage 12-ct Kit,Food & Beverage,421,2.91,3.69,1.08,17
2025-08-28,INV-99303,Target,Midwest,SKU-1846,UltraPlus Food & Beverage 6-ct Collection,Food & Beverage,351,8.22,12.5,0,0
2025-09-13,INV-67699,Rite Aid,Southeast,SKU-1957,EliteGuard Cleaning 24-ct Bundle,Cleaning,245,6.08,11.4,0,0
2025-09-04,INV-21919,Kroger,Southwest,SKU-1530,EssentialFresh Health & Wellness 48-ct Set,Health & Wellness,238,12.37,28.1,0.17,0
2025-08-26,INV-95942,Amazon,National,SKU-1263,PureSoft Food & Beverage 24-ct Bundle,Food & Beverage,193,1.48,2.76,0,0
2025-08-27,INV-44819,Amazon,National,SKU-1439,FreshSoft Personal Care 12-ct Collection,Personal Care,378,15.28,31.4,0,47
2025-10-08,INV-55015,Meijer,Northeast,SKU-1467,ProCare Food & Beverage 6-ct Pack,Food & Beverage,68,1.82,2.92,1.33,0
2025-09-05,INV-74668,Meijer,Midwest,SKU-1611,FreshBright Medical Supplies 48-ct Box,Medical Supplies,486,12.44,24.36,0,46
2025-10-07,INV-76886,Wegmans,West,SKU-1935,PremiumClean Health & Wellness 36-ct Box,Health & Wellness,271,19.84,39.47,0,0
2025-10-28,INV-94295,Kroger,West,SKU-1508,UltraGuard Medical Supplies Pack,Medical Supplies,324,6.0,9.6,0,0
2025-09-19,INV-97499,Walmart,Southeast,SKU-1152,SuperBright Medical Supplies 36-ct Collection,Medical Supplies,175,13.82,20.7,1.26,0
2025-10-15,INV-75318,Target,Midwest,SKU-1600,EliteMax Food & Beverage Collection,Food & Beverage,259,1.34,2.4,0,0
2025-09-27,INV-21313,BJ's Wholesale,West,SKU-1355,FreshBright Food & Beverage 12-ct Bundle,Food & Beverage,108,1.3,1.94,0,5
2025-09-19,INV-93192,Wegmans,Southwest,SKU-1869,FreshBright Cleaning 24-ct Case,Cleaning,115,9.12,19.62,0,0
2025-09-18,INV-27747,Target,Northeast,SKU-1659,MegaPlus Health & Wellness 36-ct Bundle,Health & Wellness,73,23.69,43.49,0,0
2025-10-27,INV-31440,Kroger,Southwest,SKU-1451,AdvancedMax Food & Beverage 12-ct Case,Food & Beverage,403,5.36,9.15,0,0
2025-08-07,INV-51904,Albertsons,Midwest,SKU-1475,EliteMax Personal Care 6-ct Collection,Personal Care,214,7.69,22.08,0,0
2025-09-22,INV-62474,Costco,Southeast,SKU-1564,AdvancedClean Home Goods 12-ct Collection,Home Goods,493,32.38,67.94,0,0
2025-10-03,INV-39404,CVS,Northeast,SKU-1193,EssentialClean Cleaning Set,Cleaning,251,2.0,4.77,0.27,0
2025-09-24,INV-64391,Dollar General,Southwest,SKU-1090,MegaComfort Personal Care 6-ct Collection,Personal Care,247,8.79,24.83,0,0
2025-08-18,INV-61401,CVS,Northeast,SKU-1726,EliteClean Food & Beverage 6-ct Pack,Food & Beverage,394,8.23,12.21,0,0
2025-08-16,INV-83019,Family Dollar,Southwest,SKU-1859,ProGuard Personal Care 24-ct Bundle,Personal Care,29,16.89,32.48,0,0
2025-10-04,INV-83677,Walgreens,Midwest,SKU-1839,SuperCare Beauty 36-ct Collection,Beauty,420,10.19,22.5,0,0
2025-08-26,INV-28976,Target,National,SKU-1225,MegaShield Health & Wellness 24-ct Bundle,Health & Wellness,244,11.04,22.96,0,7
2025-09-15,INV-11688,Publix,Southwest,SKU-1676,SuperFresh Beauty 48-ct Collection,Beauty,200,15.69,52.24,1.03,0
2025-08-19,INV-92414,Walgreens,Midwest,SKU-1165,EssentialPlus Beauty 48-ct Box,Beauty,350,19.63,51.84,0,0
2025-09-11,INV-23945,Wegmans,Midwest,SKU-1683,UltraBright Food & Beverage 12-ct Kit,Food & Beverage,189,9.51,13.69,0,0
2025-08-10,INV-77212,Walgreens,West,SKU-1511,EssentialShield Food & Beverage 6-ct Pack,Food & Beverage,388,6.82,9.8,0.62,27
2025-10-23,INV-36826,Walgreens,West,SKU-1363,SuperComfort Beauty 36-ct Bundle,Beauty,309,12.63,31.08,0,9
2025-08-14,INV-83079,Meijer,West,SKU-1964,EssentialComfort Health & Wellness 48-ct Set,Health & Wellness,401,13.7,24.48,0,11
2025-08-16,INV-88085,H-E-B,Southwest,SKU-1712,FreshSoft Personal Care 48-ct Case,Personal Care,107,13.61,30.77,0,0
2025-10-28,INV-89644,Costco,Southeast,SKU-1763,ProGuard Medical Supplies 48-ct Kit,Medical Supplies,281,17.41,26.97,0,14
2025-09-23,INV-59735,Costco,Southwest,SKU-1940,MegaComfort Personal Care 48-ct Bundle,Personal Care,184,7.4,14.87,0,0
2025-09-27,INV-33780,Walmart,Northeast,SKU-1097,ProFresh Beauty 6-ct Pack,Beauty,336,11.46,40.24,0,0
